InvoiceNo,InvoiceDate,InvoiceTime,StockCode,Description,Quantity,UnitPrice,Totalsale,CustomerID,Country
536389,01-12-2010,10:03:00 AM,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,1.25,15.0,12431.0,Australia
536389,01-12-2010,10:03:00 AM,35004C,SET OF 3 COLOURED  FLYING DUCKS,6,5.45,32.7,12431.0,Australia
536389,01-12-2010,10:03:00 AM,35004G,SET OF 3 GOLD FLYING DUCKS,4,6.35,25.4,12431.0,Australia
536389,01-12-2010,10:03:00 AM,85014B,RED RETROSPOT UMBRELLA,6,5.95,35.7,12431.0,Australia
536389,01-12-2010,10:03:00 AM,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,5.95,17.85,12431.0,Australia
536389,01-12-2010,10:03:00 AM,22193,RED DINER WALL CLOCK,2,8.5,17.0,12431.0,Australia
536389,01-12-2010,10:03:00 AM,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,15.0,12431.0,Australia
536389,01-12-2010,10:03:00 AM,22727,ALARM CLOCK BAKELIKE RED ,4,3.75,15.0,12431.0,Australia
536389,01-12-2010,10:03:00 AM,22192,BLUE DINER WALL CLOCK,2,8.5,17.0,12431.0,Australia
536389,01-12-2010,10:03:00 AM,22191,IVORY DINER WALL CLOCK,2,8.5,17.0,12431.0,Australia
536389,01-12-2010,10:03:00 AM,22195,LARGE HEART MEASURING SPOONS,24,1.65,39.6,12431.0,Australia
536389,01-12-2010,10:03:00 AM,22196,SMALL HEART MEASURING SPOONS,24,0.85,20.4,12431.0,Australia
536390,01-12-2010,10:19:00 AM,22941,CHRISTMAS LIGHTS 10 REINDEER,2,8.5,17.0,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,22960,JAM MAKING SET WITH JARS,12,3.75,45.0,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,22961,JAM MAKING SET PRINTED,12,1.45,17.4,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,22962,JAM JAR WITH PINK LID,48,0.72,34.56,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,22963,JAM JAR WITH GREEN LID,48,0.72,34.56,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,22968,ROSE COTTAGE KEEPSAKE BOX ,8,8.5,68.0,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,0.64,92.16,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2.55,102.0,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,20668,DISCO BALL CHRISTMAS DECORATION,288,0.1,28.8,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2.55,163.2,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,22197,SMALL POPCORN HOLDER,100,0.72,72.0,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,22198,LARGE POPCORN HOLDER ,50,1.45,72.5,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,21533,RETROSPOT LARGE MILK JUG,12,4.25,51.0,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,0.64,61.44,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,21094,SET/6 RED SPOTTY PAPER PLATES,96,0.64,61.44,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,21086,SET/6 RED SPOTTY PAPER CUPS,48,0.65,31.2,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,21786,POLKADOT RAIN HAT ,144,0.32,46.08,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,22654,DELUXE SEWING KIT ,40,4.95,198.0,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,21485,RETROSPOT HEART HOT WATER BOTTLE,24,4.25,102.0,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,3.39,81.36,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,84030E,ENGLISH ROSE HOT WATER BOTTLE,24,3.75,90.0,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,22174,PHOTO CUBE,48,1.48,71.04,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,22969,HOMEMADE JAM SCENTED CANDLES,96,1.25,120.0,17511.0,United Kingdom
536390,01-12-2010,10:19:00 AM,85099B,JUMBO BAG RED RETROSPOT,100,1.65,165.0,17511.0,United Kingdom
C536391,01-12-2010,10:24:00 AM,22556,PLASTERS IN TIN CIRCUS PARADE ,-12,1.65,-19.8,17548.0,United Kingdom
C536391,01-12-2010,10:24:00 AM,21984,PACK OF 12 PINK PAISLEY TISSUES ,-24,0.29,-6.96,17548.0,United Kingdom
C536391,01-12-2010,10:24:00 AM,21983,PACK OF 12 BLUE PAISLEY TISSUES ,-24,0.29,-6.96,17548.0,United Kingdom
C536391,01-12-2010,10:24:00 AM,21980,PACK OF 12 RED RETROSPOT TISSUES ,-24,0.29,-6.96,17548.0,United Kingdom
C536391,01-12-2010,10:24:00 AM,21484,CHICK GREY HOT WATER BOTTLE,-12,3.45,-41.4,17548.0,United Kingdom
C536391,01-12-2010,10:24:00 AM,22557,PLASTERS IN TIN VINTAGE PAISLEY ,-12,1.65,-19.8,17548.0,United Kingdom
C536391,01-12-2010,10:24:00 AM,22553,PLASTERS IN TIN SKULLS,-24,1.65,-39.6,17548.0,United Kingdom
536392,01-12-2010,10:29:00 AM,22150,3 STRIPEY MICE FELTCRAFT,6,1.95,11.7,13705.0,United Kingdom
536392,01-12-2010,10:29:00 AM,22619,SET OF 6 SOLDIER SKITTLES,4,3.75,15.0,13705.0,United Kingdom
536392,01-12-2010,10:29:00 AM,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,1.25,15.0,13705.0,United Kingdom
536392,01-12-2010,10:29:00 AM,21889,WOODEN BOX OF DOMINOES,12,1.25,15.0,13705.0,United Kingdom
536392,01-12-2010,10:29:00 AM,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,165.0,165.0,13705.0,United Kingdom
536392,01-12-2010,10:29:00 AM,22127,PARTY CONES CARNIVAL ASSORTED,12,1.25,15.0,13705.0,United Kingdom
536392,01-12-2010,10:29:00 AM,22128,PARTY CONES CANDY ASSORTED,12,1.25,15.0,13705.0,United Kingdom
536392,01-12-2010,10:29:00 AM,22502,PICNIC BASKET WICKER SMALL,4,5.95,23.8,13705.0,United Kingdom
536392,01-12-2010,10:29:00 AM,84879,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,27.04,13705.0,United Kingdom
536392,01-12-2010,10:29:00 AM,22338,STAR DECORATION PAINTED ZINC ,24,0.65,15.6,13705.0,United Kingdom
536393,01-12-2010,10:37:00 AM,22180,RETROSPOT LAMP,8,9.95,79.6,13747.0,United Kingdom
536394,01-12-2010,10:39:00 AM,21506,"FANCY FONT BIRTHDAY CARD, ",24,0.42,10.08,13408.0,United Kingdom
536394,01-12-2010,10:39:00 AM,22633,HAND WARMER UNION JACK,96,1.85,177.6,13408.0,United Kingdom
536394,01-12-2010,10:39:00 AM,22866,HAND WARMER SCOTTY DOG DESIGN,96,1.85,177.6,13408.0,United Kingdom
536394,01-12-2010,10:39:00 AM,22865,HAND WARMER OWL DESIGN,96,1.85,177.6,13408.0,United Kingdom
536394,01-12-2010,10:39:00 AM,22632,HAND WARMER RED RETROSPOT,96,1.85,177.6,13408.0,United Kingdom
536394,01-12-2010,10:39:00 AM,21485,RETROSPOT HEART HOT WATER BOTTLE,12,4.95,59.4,13408.0,United Kingdom
536394,01-12-2010,10:39:00 AM,22349,DOG BOWL CHASING BALL DESIGN,12,3.75,45.0,13408.0,United Kingdom
536394,01-12-2010,10:39:00 AM,22558,CLOTHES PEGS RETROSPOT PACK 24 ,48,1.25,60.0,13408.0,United Kingdom
536394,01-12-2010,10:39:00 AM,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2.1,25.2,13408.0,United Kingdom
536394,01-12-2010,10:39:00 AM,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,13408.0,United Kingdom
536394,01-12-2010,10:39:00 AM,22652,TRAVEL SEWING KIT,20,1.65,33.0,13408.0,United Kingdom
536395,01-12-2010,10:47:00 AM,22188,BLACK HEART CARD HOLDER,8,3.95,31.6,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,84879,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,54.08,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,0.55,13.2,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,84991,60 TEATIME FAIRY CAKE CASES,24,0.55,13.2,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,13.2,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,21484,CHICK GREY HOT WATER BOTTLE,8,3.45,27.6,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,21314,SMALL GLASS HEART TRINKET POT,8,2.1,16.8,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,22730,ALARM CLOCK BAKELIKE IVORY,4,3.75,15.0,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,22727,ALARM CLOCK BAKELIKE RED ,8,3.75,30.0,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,22729,ALARM CLOCK BAKELIKE ORANGE,8,3.75,30.0,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,22726,ALARM CLOCK BAKELIKE GREEN,8,3.75,30.0,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,3.95,31.6,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,22867,HAND WARMER BIRD DESIGN,48,2.1,100.8,13767.0,United Kingdom
536395,01-12-2010,10:47:00 AM,22866,HAND WARMER SCOTTY DOG DESIGN,48,2.1,100.8,13767.0,United Kingdom
536396,01-12-2010,10:51:00 AM,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55,15.3,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,71053,WHITE METAL LANTERN,6,3.39,20.34,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,84406B,CREAM CUPID HEARTS COAT HANGER,8,2.75,22.0,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,15056BL,EDWARDIAN PARASOL BLACK,6,4.95,29.7,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,20679,EDWARDIAN PARASOL RED,6,4.95,29.7,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,37370,RETRO COFFEE MUGS ASSORTED,6,1.06,6.36,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,21871,SAVE THE PLANET MUG,6,1.06,6.36,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,21071,VINTAGE BILLBOARD DRINK ME MUG,6,1.06,6.36,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,1.06,6.36,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,4.95,9.9,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6.95,27.8,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1,12.6,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2.55,30.6,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,3.39,20.34,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,3.39,20.34,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,22752,SET 7 BABUSHKA NESTING BOXES,2,7.65,15.3,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,22803,IVORY EMBROIDERED QUILT ,2,35.75,71.5,17850.0,United Kingdom
536396,01-12-2010,10:51:00 AM,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,4.25,25.5,17850.0,United Kingdom
536397,01-12-2010,10:51:00 AM,35004B,SET OF 3 BLACK FLYING DUCKS,12,4.65,55.8,17924.0,United Kingdom
536397,01-12-2010,10:51:00 AM,35004C,SET OF 3 COLOURED  FLYING DUCKS,48,4.65,223.2,17924.0,United Kingdom
536398,01-12-2010,10:52:00 AM,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,0.29,6.96,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,21844,RED RETROSPOT MUG,6,2.95,17.7,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22468,BABUSHKA LIGHTS STRING OF 10,4,6.75,27.0,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22637,PIGGY BANK RETROSPOT ,8,2.55,20.4,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22752,SET 7 BABUSHKA NESTING BOXES,6,8.5,51.0,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,48185,DOORMAT FAIRY CAKE,2,7.95,15.9,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22632,HAND WARMER RED RETROSPOT,12,2.1,25.2,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22866,HAND WARMER SCOTTY DOG DESIGN,12,2.1,25.2,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22865,HAND WARMER OWL DESIGN,12,2.1,25.2,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,21232,STRAWBERRY CERAMIC TRINKET BOX,12,1.25,15.0,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22064,PINK DOUGHNUT TRINKET POT ,12,1.65,19.8,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22449,SILK PURSE BABUSHKA PINK,6,3.35,20.1,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,3.95,15.8,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22835,HOT WATER BOTTLE I AM SO POORLY,8,4.65,37.2,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22112,CHOCOLATE HOT WATER BOTTLE,9,4.95,44.55,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,21479,WHITE SKULL HOT WATER BOTTLE ,4,3.75,15.0,13448.0,United Kingdom
536398,01-12-2010,10:52:00 AM,22111,SCOTTIE DOG HOT WATER BOTTLE,9,4.95,44.55,13448.0,United Kingdom
536399,01-12-2010,10:52:00 AM,22632,HAND WARMER RED POLKA DOT,6,1.85,11.1,17850.0,United Kingdom
536399,01-12-2010,10:52:00 AM,22633,HAND WARMER UNION JACK,6,1.85,11.1,17850.0,United Kingdom
536400,01-12-2010,10:53:00 AM,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4,13448.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22110,BIRD HOUSE HOT WATER BOTTLE,1,2.55,2.55,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22098,BOUDOIR SQUARE TISSUE BOX,1,1.25,1.25,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22100,SKULLS SQUARE TISSUE BOX,2,1.25,2.5,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22766,PHOTO FRAME CORNICE,1,2.95,2.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22451,SILK PURSE BABUSHKA RED,1,3.35,3.35,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22549,PICTURE DOMINOES,1,1.45,1.45,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,84744,S/6 SEW ON CROCHET FLOWERS,1,1.25,1.25,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,85049E,SCANDINAVIAN REDS RIBBONS,2,1.25,2.5,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21328,BALLOONS  WRITING SET ,1,1.65,1.65,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22961,JAM MAKING SET PRINTED,4,1.45,5.8,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,17091A,LAVENDER INCENSE IN TIN,1,1.25,1.25,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22473,TV DINNER TRAY VINTAGE PAISLEY,1,4.95,4.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,3.75,7.5,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,84510A,SET OF 4 ENGLISH ROSE COASTERS,2,1.25,2.5,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22767,TRIPLE PHOTO FRAME CORNICE ,2,9.95,19.9,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22768,FAMILY PHOTO FRAME CORNICE,1,9.95,9.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21463,MIRRORED DISCO BALL ,1,5.95,5.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21464,DISCO BALL ROTATOR BATTERY OPERATED,1,4.25,4.25,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,20820,SILVER LOOKING MIRROR,3,4.95,14.85,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,85150,LADIES & GENTLEMEN METAL SIGN,1,2.55,2.55,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22117,METAL SIGN HER DINNER IS SERVED ,1,2.95,2.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21169,YOU'RE CONFUSING ME METAL SIGN ,2,1.69,3.38,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,48129,DOORMAT TOPIARY,1,7.95,7.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,82580,BATHROOM METAL SIGN,1,0.55,0.55,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,82578,KITCHEN METAL SIGN,1,0.55,0.55,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,82581,TOILET METAL SIGN,2,0.55,1.1,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22413,METAL SIGN TAKE IT OR LEAVE IT ,4,2.95,11.8,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21907,I'M ON HOLIDAY METAL SIGN,2,2.1,4.2,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2.1,2.1,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,1.25,1.25,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,0.85,0.85,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,84991,60 TEATIME FAIRY CAKE CASES,3,0.55,1.65,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22810,SET OF 6 T-LIGHTS SNOWMEN,1,2.95,2.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22809,SET OF 6 T-LIGHTS SANTA,1,2.95,2.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22435,SET OF 9 HEART SHAPED BALLOONS,2,1.25,2.5,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,20966,SANDWICH BATH SPONGE,3,1.25,3.75,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,20963,APPLE BATH SPONGE,1,1.25,1.25,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,20961,STRAWBERRY BATH SPONGE ,1,1.25,1.25,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22068,BLACK PIRATE TREASURE CHEST,2,1.65,3.3,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21743,STAR PORTABLE TABLE LIGHT ,2,2.95,5.9,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,2,2.95,5.9,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,84709B,PINK OVAL JEWELLED MIRROR,1,5.95,5.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21592,RETROSPOT CIGAR BOX MATCHES ,1,1.25,1.25,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21587,COSY HOUR GIANT TUBE MATCHES,2,2.55,5.1,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,20992,JAZZ HEARTS PURSE NOTEBOOK,9,0.85,7.65,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22662,LUNCH BAG DOLLY GIRL DESIGN,1,1.65,1.65,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22804,CANDLEHOLDER PINK HANGING HEART,3,2.95,8.85,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,5.95,5.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,20749,ASSORTED COLOUR MINI CASES,1,7.95,7.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,20725,LUNCH BAG RED RETROSPOT,1,1.65,1.65,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22382,LUNCH BAG SPACEBOY DESIGN ,2,1.65,3.3,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,20726,LUNCH BAG WOODLAND,1,1.65,1.65,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22384,LUNCH BAG PINK POLKADOT,1,1.65,1.65,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22467,GUMBALL COAT RACK,5,2.55,12.75,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,3,2.95,8.85,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,3,2.95,8.85,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2.55,22.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22848,BREAD BIN DINER STYLE PINK,1,16.95,16.95,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,21033,JUMBO BAG CHARLIE AND LOLA TOYS,4,2.95,11.8,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,47570B,TEA TIME TABLE CLOTH,1,10.65,10.65,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,4.25,4.25,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22428,ENAMEL FIRE BUCKET CREAM,2,6.95,13.9,15862.0,United Kingdom
536401,01-12-2010,11:21:00 AM,22502,PICNIC BASKET WICKER SMALL,2,5.95,11.9,15862.0,United Kingdom
536402,01-12-2010,11:22:00 AM,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2.55,102.0,15513.0,United Kingdom
536402,01-12-2010,11:22:00 AM,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2.55,102.0,15513.0,United Kingdom
536402,01-12-2010,11:22:00 AM,22837,HOT WATER BOTTLE BABUSHKA ,36,4.25,153.0,15513.0,United Kingdom
536403,01-12-2010,11:27:00 AM,22867,HAND WARMER BIRD DESIGN,96,1.85,177.6,12791.0,Netherlands
536403,01-12-2010,11:27:00 AM,POST,POSTAGE,1,15.0,15.0,12791.0,Netherlands
536404,01-12-2010,11:29:00 AM,22297,HEART IVORY TRELLIS SMALL,24,1.25,30.0,16218.0,United Kingdom
536404,01-12-2010,11:29:00 AM,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,15.0,16218.0,United Kingdom
536404,01-12-2010,11:29:00 AM,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,15.0,16218.0,United Kingdom
536404,01-12-2010,11:29:00 AM,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,15.0,16218.0,United Kingdom
536404,01-12-2010,11:29:00 AM,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,15.0,16218.0,United Kingdom
536404,01-12-2010,11:29:00 AM,22469,HEART OF WICKER SMALL,12,1.65,19.8,16218.0,United Kingdom
536404,01-12-2010,11:29:00 AM,22197,SMALL POPCORN HOLDER,36,0.85,30.6,16218.0,United Kingdom
536404,01-12-2010,11:29:00 AM,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,1.25,15.0,16218.0,United Kingdom
536404,01-12-2010,11:29:00 AM,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,1.25,15.0,16218.0,United Kingdom
536404,01-12-2010,11:29:00 AM,85049C,ROMANTIC PINKS RIBBONS ,12,1.25,15.0,16218.0,United Kingdom
536404,01-12-2010,11:29:00 AM,85049D,BRIGHT BLUES RIBBONS ,12,1.25,15.0,16218.0,United Kingdom
536404,01-12-2010,11:29:00 AM,85049E,SCANDINAVIAN REDS RIBBONS,12,1.25,15.0,16218.0,United Kingdom
